2.984213863383107324e+01,2.353251606467759327e+00
3.133000789656608731e+01,2.238097969441145363e+00
3.600885412755242498e+01,1.953861580330571224e+00
4.138665171070883986e+01,1.710904847722599431e+00
4.756773578051950579e+01,1.500639875177475879e+00
5.467211353607718394e+01,1.318395372113481789e+00
6.283804100095388634e+01,1.163726121706788019e+00
7.222381223489520607e+01,1.028619368076451046e+00
8.301205605813045452e+01,9.129668677434293889e-01
9.541224762692903028e+01,8.127794227318426712e-01
1.096652107056448955e+02,7.253844241212110688e-01
1.260481916467073376e+02,6.500700485290666908e-01
1.448793055772426044e+02,5.841840439737432389e-01
1.665248623104913577e+02,5.271517221567967315e-01
1.914057593758206508e+02,4.777907457694681170e-01
2.200059920356788723e+02,4.352066508407309020e-01
2.528814706233719107e+02,3.980610813093550804e-01
2.906721988798274197e+02,3.660994864296226448e-01
3.341136134716883817e+02,3.386596753310168184e-01
3.840523531572001161e+02,3.157047707816688087e-01
4.414607267509178428e+02,2.965052111838913373e-01
5.074570624639595735e+02,2.806317506857405886e-01
5.833310626027712260e+02,2.687763020440152029e-01
6.705625288322183906e+02,2.604204451028430123e-01
7.708587850197808393e+02,2.563217843813032637e-01
8.861816135378818444e+02,2.566380807226203986e-01
1.018778140379346610e+03,2.601632170861131188e-01
1.171228645277412170e+03,2.656344869823568655e-01
1.346501199424998504e+03,2.723450129393441554e-01
1.548003020045264066e+03,2.792250619094429065e-01
1.779663362211394997e+03,2.866739076575047229e-01
2.045982532728848810e+03,2.935109672092788280e-01
2.352145531430611300e+03,2.997661967210388800e-01
2.704101977816470935e+03,3.047228746359840756e-01
3.108702417557262834e+03,3.085679469075045533e-01
3.573813177992824876e+03,3.110001794652382801e-01
4.108489182648720998e+03,3.124160552997161111e-01
4.723107855640349953e+03,3.118541744999339116e-01
5.429639378784203473e+03,3.101793596952941434e-01
6.241821098643698861e+03,3.073247831113793960e-01
7.175451854482670569e+03,3.034905331573274356e-01
8.248724405661596393e+03,2.995388738817141294e-01
9.482510576851807855e+03,2.952313247262511320e-01
1.090083780449619371e+04,2.909857207182952599e-01
1.253130268752583106e+04,2.867220941391337985e-01
1.440563356283725261e+04,2.824430429740171777e-01
1.656034970776895716e+04,2.786117353622953319e-01
1.903733906535873393e+04,2.746808661406740515e-01
2.188485052159901898e+04,2.710295799330576516e-01
2.515826717089897284e+04,2.673530946436156186e-01
2.892142316101298638e+04,2.643818163147726441e-01
3.324739305650111783e+04,2.610833320311612415e-01
3.822047973308736255e+04,2.580393816025158271e-01
4.393755303458193521e+04,2.554532310417646501e-01
5.050979422938683274e+04,2.528929996824987314e-01
5.806517386282962252e+04,2.504965426843651088e-01
6.675076712312223390e+04,2.482596765206430134e-01
7.673572296357476444e+04,2.463143280941351154e-01
8.821416323788695445e+04,2.441821339477746877e-01
1.014098279315124673e+05,2.424023890083557564e-01
1.165797631479280390e+05,2.411005654543110777e-01
1.340185440431668248e+05,2.393432808228720399e-01
1.540665004058585328e+05,2.381235417273433186e-01
1.771136928465511883e+05,2.371060894842315359e-01
2.036082918647225597e+05,2.358977515432726935e-01
2.340666720556854561e+05,2.349545913923009044e-01
2.690817841323759640e+05,2.342088771880042886e-01
3.093351102188966470e+05,2.335299187236564711e-01
3.556101380949024460e+05,2.328529285220055367e-01
4.088088113617244526e+05,2.325623688002856904e-01
4.699635420921837795e+05,2.315686782895415574e-01
5.402705309743940597e+05,2.315988275832054355e-01
6.210955116643893998e+05,2.316289808021841090e-01
7.140119856508207740e+05,2.316591379469881973e-01
8.208288517282118555e+05,2.316892990181292633e-01
9.436256216558115557e+05,2.317194640161182873e-01
1.084792904112182558e+06,2.317496329414663048e-01
1.247078945087581407e+06,2.317798057946851009e-01
1.433643789065565914e+06,2.318739149259682608e-01
1.648129603077367181e+06,2.328653329400214578e-01
1.853864487342210021e+06,2.328909135875033010e-01
